,,,,
,,,,
,,Start,End,Notes
LOAD IN - PM,Load-In,AFTER 6P,,
,Staff Meeting,530P,5:45P,
,Data Class Meeting (optional),630P,7P,
,Friday Night Registration/Check-In,630P,8P,
,,,,
,,,,
,,,,
,PLEASE NOTE THE TABS FOR EACH DAY BELOW,,,
